,designation,country,MTE: designation
27629,Muralhas de Monção,Portugal,11.0
27630,Mukuzani,Georgia,11.0
27631,Chenin Blanc-Pinotage,South Africa,11.0
27632,Chenin No. 5,South Africa,11.0
27633,Urra di Mare,Italy,11.0
27634,Bélingard Blanc,France,11.0
27635,cdr,France,11.0
27636,Bélingard,France,11.0
27637,Tinta Roriz and Merlot,Portugal,11.0
27638,Moscato Spumante,US,11.0
27639,Bush Camp The Sundowner,South Africa,11.0
27640,Château Bellevue,France,11.0
27641,Château Campot Lafont,France,11.0
27642,Thomas Mitchell,Australia,11.0
27643,CLV,US,11.0
27644,Music by D'Aria,South Africa,11.0
27645,ia,Spain,11.0
27646,Cedrus,France,11.0
27647,Cabriz Bruto,Portugal,11.0
27648,Cabernet Shiraz Merlot,Australia,11.0
27649,Cabernet Sauvignon-Shiraz-Monastrell,Spain,11.0
27650,Castle Wild Grape Dry,South Korea,11.0
27651,Catapereiro,Portugal,11.0
27652,Trail Boss,US,11.0
27653,Natura Un-oaked,Chile,11.0
27654,Cabernet Franc-Carménère,Chile,11.0
27655,Cetamura,Italy,11.0
27656,Cabernet Franc Carmenère,Chile,11.0
27657,Torrontés-Riesling,Argentina,11.0
27658,Centine Bianco,Italy,11.0
27659,Cab,US,11.0
27660,Ca' del Sarto,Italy,11.0
27661,Cerasuolo,Italy,11.0
27662,Tormenta,Chile,11.0
27663,Tapada do Fidalgo,Portugal,11.0
27664,Periquita White,Portugal,11.0
27665,Block Selection Estate Reserve,Chile,11.0
27666,Dei Colli Venia,Italy,11.0
27667,Alta Max,Argentina,11.0
27668,Domaine Saint-Sernin Fare Saint-Sernin,France,11.0
27669,Wine for Pasta,Italy,11.0
27670,Dos Fincas,Argentina,11.0
27671,Wine for Chicken,Italy,11.0
27672,Douro Banks by Apegadas,Portugal,11.0
27673,Wine for BBQ,Italy,11.0
27674,Drama Queen,US,11.0
27675,Bogle Vineyards,US,11.0
27676,Altos de Tamaron,Spain,11.0
27677,Vigne Nuove,Italy,11.0
27678,Dom Rafael,Portugal,11.0
27679,Lot 313 Field Blend,US,11.0
27680,Vigne Nuove di Musella,Italy,11.0
27681,Special Release Reserva,Chile,11.0
27682,Dona Helena Colheita Tinto,Portugal,11.0
27683,Bong Bong Red,Australia,11.0
27684,Wine for Pizza,Italy,11.0
27685,Privilege Blanc de Blancs Brut,France,11.0
27686,Star Tree Brut Sparkling Wine,South Africa,11.0
27687,Dehesa de Villacezan,Spain,11.0
27688,Sweet Red Wine,Greece,11.0
27689,Superior,Spain,11.0
27690,Dona Helena Colheita,Portugal,11.0
27691,Superior,Portugal,11.0
27692,Blueish White,South Africa,11.0
27693,Star Tree Cuvée Brulsand Doux Sparkling Wine,South Africa,11.0
27694,Don Miguel,Chile,11.0
27695,Blueish Black,South Africa,11.0
27696,Sweet Torito,Spain,11.0
27697,Limited Release Rosé,France,11.0
27698,Lot 20,US,11.0
27699,DFJ,Portugal,11.0
27700,Sta. Helena,Greece,11.0
27701,Wine for Seafood,Italy,11.0
27702,Lot 26,New Zealand,11.0
27703,Winemaker's,US,11.0
27704,Donna Patrizia,Italy,11.0
27705,D'Aragon Old Vine,Spain,11.0
27706,D'Or,Moldova,11.0
27707,Syrah Port,US,11.0
27708,Strong Arms,Australia,11.0
27709,Duet,US,11.0
27710,Dipinti,Italy,11.0
27711,Daniel.s,Austria,11.0
27712,Windust,US,11.0
27713,Altos de la Hoya,Spain,11.0
27714,Sparkling White Wine,Australia,11.0
27715,Diamante Semi Dulce,Spain,11.0
27716,Southlands,Australia,11.0
27717,Discovery,US,11.0
27718,Diamond Label,Australia,11.0
27719,Proprietary White Wine,US,11.0
27720,Block Selection Reserve,Chile,11.0
27721,Table Wine,Spain,11.0
27722,Table Wine,US,11.0
27723,Sustainable White,US,11.0
27724,Block Selection Limari Reserve,Chile,11.0
27725,Lot 466,US,11.0
27726,Detonation,Germany,11.0
27727,Viejo Feo,Chile,11.0
27728,Syrah-Carignan Reserva,Chile,11.0
27729,Vicious,US,11.0
27730,Stonecross,South Africa,11.0
27731,Lot 466,Australia,11.0
27732,Altano Branco,Portugal,11.0
27733,Primabolla,Italy,11.0
27734,Ique,Argentina,10.909090909090908
27735,Barrel Aged,US,10.857142857142858
27736,Reserva Unoaked,Chile,10.833333333333336
27737,Reserva Unoaked,Argentina,10.833333333333336
27738,The Wolftrap,South Africa,10.833333333333336
27739,Casillero del Diablo Reserve,Chile,10.8
27740,Corte del Sole,Italy,10.8
27741,Monsaraz,Portugal,10.8
27742,Klosterkeller Siegendorf,Austria,10.8
27743,Mural Reserva,Portugal,10.8
27744,Polkadraai,South Africa,10.8
27745,Terrarum Reserve,Chile,10.8
27746,Tradition de Campuget,France,10.8
27747,Finca La Linda,Argentina,10.78125
27748,Oak Cask,Argentina,10.766666666666667
27749,Bastide de Beauvert,France,10.75
27750,Unus Old Vine,Spain,10.75
27751,Sangre de Toro,Spain,10.75
27752,Vintner's Cuvée,US,10.75
27753,Toso Brut,Argentina,10.666666666666666
27754,Tons de Duorum Branco,Portugal,10.666666666666666
27755,Hoya de Cadenas Reserva Privada,Spain,10.666666666666666
27756,Blu Giovello,Italy,10.666666666666666
27757,Y Series,Australia,10.666666666666666
27758,La Grivelière Tete de Cuvee,France,10.666666666666666
27759,Haiku Bridge,France,10.666666666666666
27760,Pago Malarina,Spain,10.666666666666666
27761,Presents Bianco,US,10.666666666666666
27762,Coastal,US,10.642857142857142
27763,Alta,Argentina,10.636363636363637
27764,Ca' Bembo,Italy,10.625
27765,Casillero del Diablo Reserve Shiraz,Chile,10.6
27766,Danielis,Greece,10.6
27767,Azul Portugal,Portugal,10.576923076923077
27768,Vintners Blend,US,10.571428571428571
27769,Presents Rosso,US,10.571428571428571
27770,Dancing Bull,US,10.571428571428571
27771,The Stump Jump,Australia,10.545454545454543
27772,Los Cardos,Argentina,10.52
27773,Rosado,US,10.515151515151516
27774,Rosado,Argentina,10.515151515151516
27775,Rosado,Spain,10.515151515151516
27776,Rosado de Lágrima,Spain,10.5
27777,Sixgill,US,10.5
27778,Blume,Spain,10.5
27779,Arca Nova Colheita,Portugal,10.5
27780,Chão das Rolas,Portugal,10.5
27781,VCS,Chile,10.5
27782,Quinta do Correio,Portugal,10.5
27783,Colleja,Portugal,10.5
27784,Tinto Lena,Spain,10.5
27785,60/40 Barrel Select,Chile,10.5
27786,Colección Especial,Chile,10.5
27787,Saludo,Spain,10.5
27788,Espirito Tinto,Portugal,10.5
27789,Colombard/Sauvignon,France,10.5
27790,Vineyard Creations,South Africa,10.5
27791,Selección del Directorio,Chile,10.5
27792,Lyric,South Africa,10.5
27793,Picada 15,Argentina,10.454545454545457
27794,Y Series Unwooded,Australia,10.4
27795,Lot 12,US,10.4
27796,Original,South Africa,10.4
27797,Original,Germany,10.4
27798,Altosur Rosé,Argentina,10.4
27799,Ried Sandgrube,Austria,10.4
27800,Lot 11,US,10.4
27801,Pancas,Portugal,10.4
27802,Rosato of,US,10.333333333333334
27803,Aldeya,Spain,10.333333333333334
27804,Late Harvest Spätlese,Germany,10.333333333333334
27805,DB Family Selection Sparkling Brut,Australia,10.333333333333334
27806,U Estate Grown,Chile,10.333333333333334
27807,Modà,Italy,10.333333333333334
27808,Il Morino,Italy,10.333333333333334
27809,Castell de Raimat,Spain,10.333333333333334
27810,Fonte do Beco,Portugal,10.333333333333334
27811,Espirito Branco,Portugal,10.333333333333334
27812,Portillo Estate Bottled,Argentina,10.3
27813,Trebì,Italy,10.285714285714286
27814,Periquita,Portugal,10.285714285714286
27815,Le Petit Arthur,France,10.285714285714286
27816,John Adlum,US,10.25
27817,Rosso di Napa,US,10.25
27818,Salneval,Spain,10.25
27819,The Winemaster's Reserve,South Africa,10.25
27820,[+],Argentina,10.25
27821,Bin 444,Australia,10.25
27822,Selected Vineyards,US,10.236842105263158
27823,Cister da Ribeira Branco,Portugal,10.2
27824,Rosado de Lagrima,Spain,10.2
27825,Manon,Spain,10.2
27826,Ampakama,Argentina,10.166666666666666
27827,Sustainably Farmed,Argentina,10.166666666666666
27828,Mouton Cadet,France,10.166666666666666
27829,Baglio del Sole,Italy,10.142857142857142
27830,Saurus Patagonia,Argentina,10.076923076923077
27831,ía,Spain,10.0
27832,Muscat Ottonel,Romania,10.0
27833,Romantique,France,10.0
27834,Pruno Nero,Italy,10.0
27835,Palha-Canas Branco,Portugal,10.0
27836,dB Sparkling Brut,Australia,10.0
27837,AstraPouch,US,10.0
27838,Quinta do Alqueve Tradicional,Portugal,10.0
27839,Puerto Viejo Reserve,Chile,10.0
27840,Oakley 82,US,10.0
27841,Romeira Colheita Seleccionada,Portugal,10.0
27842,Puerto Viejo Single Vineyard Reserve Estate Bottled,Chile,10.0
27843,Windust White,US,10.0
27844,Última Reserve,Chile,10.0
27845,Old Vine Meyercamp Ranch,US,10.0
27846,Palha Canas,Portugal,10.0
27847,Oak Barrel Selection,US,10.0
27848,Oak Barrel Fermented,US,10.0
27849,Herdade de Santa Marta,Portugal,10.0
27850,Oakley Eighty-Two,US,10.0
27851,50th Aniversario Sangre de Toro,Spain,10.0
27852,Rosé of Tempranillo,US,10.0
27853,Proyecto Cu4tro Blanco,Spain,10.0
27854,Puerto Viejo Estate Bottled Single Vineyard Reserve,Chile,10.0
27855,Quinta do Alqueve Fernão Pires,Portugal,10.0
27856,Rosé de Merlot Les Grains,France,10.0
27857,Roditis-Moscofilero,Greece,10.0
27858,Loios Branco,Portugal,10.0
27859,I Prandi Colli Scaligeri,Italy,10.0
27860,IL,Italy,10.0
27861,ILKA,Argentina,10.0
27862,Rosé Extra Dry,Italy,10.0
27863,Puerto Viejo Estate Bottled Single Vineyard Reserva,Chile,10.0
27864,Roséfine,France,10.0
27865,Murets de Mez,France,10.0
27866,Wild Wine,South Africa,10.0
27867,Old Vines Steen,South Africa,10.0
27868,Ojos del Salado,Chile,10.0
27869,Oakley Five Reds,US,10.0
27870,Ass Kisser Fine Red Wine,Australia,10.0
27871,Old Vine Cuvee,US,10.0
27872,Muros de Vinha,Portugal,10.0
27873,Ass Kisser,Australia,10.0
27874,Rolling Stone Grenache,France,10.0
27875,Rosé Zweigelt,Austria,10.0
27876,Omira Hills,US,10.0
27877,Rosato di Poppiano,Italy,10.0
27878,Hoya de Cadenas Organic,Spain,10.0
27879,Loios,Portugal,10.0
27880,Proprietor's Selection,US,10.0
27881,Rose Spumos,Moldova,10.0
27882,Nebla,Spain,10.0
27883,Rose It's Okay!,US,10.0
27884,Les Salices,France,10.0
27885,POP Extra Dry,France,10.0
27886,Oristan Crianza,Spain,10.0
27887,Voyage Special Cuvee Brut,New Zealand,10.0
27888,Nero d'Avola,Italy,10.0
27889,Noble Blend,US,10.0
27890,Rosado Joven Tempranillo,Spain,10.0
27891,Ottone I,Italy,10.0
27892,Night Harvest,US,10.0
27893,Nobilvite,Italy,10.0
27894,Les Quatres Cepages,France,10.0
27895,Proprietor's Reserve Old Vine,US,10.0
27896,Lily Pad Red,France,10.0
27897,Alto Las Tacas,Argentina,10.0
27898,Rosado Seco,Spain,10.0
27899,Otoño,Argentina,10.0
27900,Mosel River,Germany,10.0
27901,Père et Fils,France,10.0
27902,Pé Tinto,Portugal,10.0
27903,Otoñal,Spain,10.0
27904,Père et Fils Cinsault-Syrah,France,10.0
27905,Père et Fils Syrah-Grenache,France,10.0
27906,Niró,Italy,10.0
27907,Originel Made with Organically Grown Grapes,France,10.0
27908,Rosadis,Italy,10.0
27909,Les Grains,France,10.0
27910,Numéro 1,France,10.0
27911,4 Grape Blend,US,10.0
27912,Altitud 1.100 Coupage Garnacha Tintorera,Spain,10.0
27913,Altitud 1.100 Garnacha Tintorera,Spain,10.0
27914,Les Brottiers,France,10.0
27915,ONE,France,10.0
27916,de Los Infantes Roble,Spain,10.0
27917,Rosé Dry,France,10.0
27918,Lion,South Africa,10.0
27919,NBNC,Portugal,10.0
27920,Augey,France,10.0
27921,Linen,US,10.0
27922,Linea d'Oro Chardonnay & Xarel-Lo,Spain,10.0
27923,High Altitude,Argentina,10.0
27924,Aurato,Italy,10.0
27925,Orange,Italy,10.0
27926,Notorious Rooster,Germany,10.0
27927,High Altitude Vineyards,Argentina,10.0
27928,Ronna,Italy,10.0
27929,Rosso Di California,US,10.0
27930,Roodewyn,South Africa,10.0
27931,Higueruela,Spain,10.0
27932,Hot To Trot,US,10.0
27933,Paddock,South Africa,10.0
27934,Pacific Rim Dry,US,10.0
27935,Lily Pad White,France,10.0
27936,Paarl,South Africa,10.0
27937,Winemaker's Choice,South Africa,10.0
27938,Lucca Red Wine,US,10.0
27939,Los Bohemios,Spain,10.0
27940,Pfarrhof,Italy,10.0
27941,Reserva do Monte,Portugal,10.0
27942,LVW,Portugal,10.0
27943,Yasmin Red Kosher,Israel,10.0
27944,Late Harvest Muscatel,Chile,10.0
27945,Premius,France,10.0
27946,Marmorelle,Italy,10.0
27947,Alma Mora,Argentina,10.0
27948,Pintoresco,Spain,10.0
27949,Maria Mora Branco,Portugal,10.0
27950,Reserva Oak Barrel Aged,Chile,10.0
27951,Reserva Late Harvest,Chile,10.0
27952,Reserva II,Chile,10.0
27953,Maria Mora,Portugal,10.0
27954,Marani Tsinandali,Georgia,10.0
27955,Piper Frenchman Hill Vineyard,US,10.0
27956,Manzanilla Riá Pitá,Spain,10.0
27957,White Wine Made with Organic Grapes,Spain,10.0
27958,Wise Guy,US,10.0
27959,Westside Estate,US,10.0
27960,Marqués de Badajoz Brut Reserva,Spain,10.0
27961,L'Eclat,France,10.0
27962,Yellow Label Crianza,Spain,10.0
27963,Pianissimo Malbec Rosé,Argentina,10.0
27964,Medium-dry,Germany,10.0
27965,Reserve Oak Aged,Chile,10.0
27966,Phelonoe,Greece,10.0
27967,Mediterranean Red,Spain,10.0
27968,Aquercus Unwooded,Australia,10.0
27969,Mediterranean Red,Greece,10.0
27970,Kroara,Italy,10.0
27971,Pianello Excelsa,Italy,10.0
27972,Alphonse,France,10.0
27973,Martin Fierro,Argentina,10.0
27974,Mauro,Italy,10.0
27975,L&T Cool Climate,Austria,10.0
27976,Master's Red Blend Cask #05,US,10.0
27977,Master Peace,Australia,10.0
27978,Premius Sauvignon Blanc,France,10.0
27979,Maskarìa,Italy,10.0
27980,Premius Blanc,France,10.0
27981,Angelitos Negros,Spain,10.0
27982,Reserva Espiritu de los Andes,Chile,10.0
27983,Manitou,US,10.0
27984,Reserva Espiritu de Los Andes Rosé,Chile,10.0
27985,Lot 96 Bin 001,US,10.0
27986,La Gitana Manzanilla,Spain,10.0
27987,Lot 6,US,10.0
27988,Ponte,Portugal,10.0
27989,Lot 71 Frontier Red,US,10.0
27990,Lot 8,US,10.0
27991,Lupaio,Italy,10.0
27992,Porca de Murça,Portugal,10.0
27993,Porca de Murça Tinto,Portugal,10.0
27994,Portal da Aguia,Portugal,10.0
27995,Polo,US,10.0
27996,Alice Blanc,France,10.0
27997,Lot 98,Spain,10.0
27998,Red Splash,US,10.0
27999,Luna B,France,10.0
28000,Woodbridge Ranch,US,10.0
28001,La Putere,Romania,10.0
28002,Aliwen,Chile,10.0
28003,Lujuria,Argentina,10.0
28004,Lot 51 California Red Wine,US,10.0
28005,Wizard,Argentina,10.0
28006,White Wine Made With Organic Grapes,Spain,10.0
28007,When Cédric met Cécile Chardonnay,France,10.0
28008,Malena,Spain,10.0
28009,Plexus Branco,Portugal,10.0
28010,Langhorne Crossing,Australia,10.0
28011,Maison Magrez,France,10.0
28012,Premier Harvest,Romania,10.0
28013,Podere,Italy,10.0
28014,Whale Shark Chenin,South Africa,10.0
28015,Magnífico,Spain,10.0
28016,Raza,Portugal,10.0
28017,Whistle Stop Red,US,10.0
28018,Re Midas,Italy,10.0
28019,La Escultura,Chile,10.0
28020,La Escultura Estate,Chile,10.0
28021,Alcamo,Italy,10.0
28022,Macabeo-Chardonnay,Spain,10.0
28023,Relax,Germany,10.0
28024,Alcanta,Spain,10.0
28025,Whistle Stop,US,10.0
28026,Kosher Yasmin White,Israel,10.0
28027,Memòro,Italy,10.0
28028,Quinta do Cachão,Portugal,10.0
28029,Petit Chateau,US,10.0
28030,River Junction,US,10.0
28031,Andante Prestige Gewürztraminer-Muscat,France,10.0
28032,Monte Haro Red,Spain,10.0
28033,Monte Clavijo,Spain,10.0
28034,Wooded,South Africa,10.0
28035,Monte Alentejano Reserva,Portugal,10.0
28036,Ipsum,Spain,10.0
28037,Riserva Vigna Flaminio,Italy,10.0
28038,Isabelino Rosado,Spain,10.0
28039,ADA,Spain,10.0
28040,Wattle Park,Australia,10.0
28041,Zinfandel Rosé,US,10.0
28042,Pata Negra Roble,Spain,10.0
28043,Patagonia Classic,Argentina,10.0
28044,Patamar Reserva,Portugal,10.0
28045,Jaloco Joven,Spain,10.0
28046,Montaria,Portugal,10.0
28047,Jaloco Rosado,Spain,10.0
28048,Lot 10,US,10.0
28049,Monte Velho Branco,Portugal,10.0
28050,Monte Velho Tinto,Portugal,10.0
28051,River Rock Red Wine,US,10.0
28052,Artist's Collection,Argentina,10.0
28053,Il Canneto,Italy,10.0
28054,Il Moscato,Italy,10.0
28055,Il Poggio dei Vigneti,Italy,10.0
28056,Il Prosecco,Italy,10.0
28057,Lefkos,Greece,10.0
28058,MorAle,Italy,10.0
28059,Il Tarocco,Italy,10.0
28060,Ilka,Argentina,10.0
28061,Artisan Wines Classic,Australia,10.0
28062,Monte da Cal,Portugal,10.0
28063,Zoë!,Greece,10.0
28064,Los Cardos Rosé,Argentina,10.0
28065,Quinta do Encontro Q do E,Portugal,10.0
28066,Quinta do Grifo Reserva,Portugal,10.0
28067,Warburn,Australia,10.0
28068,Primavera,Argentina,10.0
28069,Montefino,Portugal,10.0
28070,Monte da Cal Quartetto,Portugal,10.0
28071,Monopolio,Italy,10.0
28072,Mono,Greece,10.0
28073,Lot 101,US,10.0
28074,Rhein River,Germany,10.0
28075,Modello delle Venezie Rosato,Italy,10.0
28076,Mo-Velt,Austria,10.0
28077,Mission St Vincent Réserve,France,10.0
28078,Miss Hobo,US,10.0
28079,Mischief,US,10.0
28080,Rhino,South Africa,10.0
28081,Arcale,Italy,10.0
28082,Mirth,US,10.0
28083,Reynal Vino de Aguja,Spain,10.0
28084,Arderius,Spain,10.0
28085,Lot 1232,Australia,10.0
28086,Le Mazet Old World,France,10.0
28087,Próximo,Spain,10.0
28088,Milenium Alb,Romania,10.0
28089,Zaphy,Argentina,10.0
28090,Le Mazet,France,10.0
28091,Alta Chardonnay-Torrontes,Argentina,10.0
28092,Petirrojo Reserva,Chile,10.0
28093,Modà ,Italy,10.0
28094,Momentos Reserva,Chile,10.0
28095,Rioja Bordón,Spain,10.0
28096,Righteously Rose Selected Vineyards,US,10.0
28097,Javier Asensio Tinto,Spain,10.0
28098,Moner,Romania,10.0
28099,Le Petit Saint Louis,France,10.0
28100,Javier San Pedro,Spain,10.0
28101,Paxá,Portugal,10.0
28102,Rinsol,Spain,10.0
28103,Ringer,US,10.0
28104,Jerry & Barry Für Fruchtige,Austria,10.0
28105,Winemakers Select Unoaked,US,10.0
28106,Joven Tinto,Spain,10.0
28107,Riff,Italy,10.0
28108,Peace Family Vineyard Shiraz-Cabernet Sauvignon-Grenache-Mataro,Australia,10.0
28109,Jim Jim Unoaked,Australia,10.0
28110,Areté Vineyards,US,10.0
28111,Arenal,Chile,10.0
28112,Peach,US,10.0
28113,Momentos del Valle,Argentina,10.0
28114,Joven Blanco,Spain,10.0
28115,Infinite,Spain,10.0
28116,Campelo,Portugal,10.0
28117,Diego de Almagro,Spain,10.0
28118,Brut Zero Reserva,Spain,10.0
28119,The Pairing Collection Lobster & Shrimp,France,10.0
28120,Serres,Spain,10.0
28121,Versatus,Spain,10.0
28122,Serras de Azeitão Branco,Portugal,10.0
28123,Serras de Azeitão,Portugal,10.0
28124,El Ceibo Estate - Estate,Chile,10.0
28125,The Pairing Collection Salmon & Trout,France,10.0
28126,Finca Constancia,Spain,10.0
28127,Sorbo a Sorbo Old Vines,Spain,10.0
28128,Finca La Daniela,Argentina,10.0
28129,Serra del Conte,Italy,10.0
28130,Classic Collection Unwooded,Chile,10.0
28131,Serie Terra Roble,Argentina,10.0
28132,Cuvée E.M.H. Reserva,Spain,10.0
28133,Finca la Daniela,Argentina,10.0
28134,Fingers Crossed Red,Australia,10.0
28135,Classic Brut,Georgia,10.0
28136,Sensual,Argentina,10.0
28137,The Ruins,South Africa,10.0
28138,The Ruins Brut,South Africa,10.0
28139,First Timer,US,10.0
28140,Serres Tempranillo,Spain,10.0
28141,Serres Tempranillo-Garnacha,Spain,10.0
28142,The Pairing Collection Chops & Burgers,France,10.0
28143,Sweet Chardonnay-Moscato,Spain,10.0
28144,Shaly Loam,US,10.0
28145,Bl8 Birlocho,Spain,10.0
28146,Beyond the Pale,US,10.0
28147,Shadow's Run,Australia,10.0
28148,Elicio,France,10.0
28149,Elephant,South Africa,10.0
28150,El Decanso Estate,Chile,10.0
28151,Señorio de Garci Grande Verdejo-Viura,Spain,10.0
28152,Coastal Vines,US,10.0
28153,Vale das Donas Branco,Portugal,10.0
28154,Faustino VII  Rosé,Spain,10.0
28155,Vale das Donas,Portugal,10.0
28156,Clos de Torribas Crianza,Spain,10.0
28157,Telha d'Ouro,Portugal,10.0
28158,Fat Bastard,France,10.0
28159,Clos Torribas Blanc de Blancs,Spain,10.0
28160,Clisos,Spain,10.0
28161,The Pairing Collection Cheese & Crackers,France,10.0
28162,The Pairing Collection Chicken & Turkey,France,10.0
28163,Vina Mocen,Spain,10.0
28164,Semi-Seco,Spain,10.0
28165,Spanish Demon,Spain,10.0
28166,Blanco Joven,Spain,10.0
28167,Cister da Ribeira Tinto,Portugal,10.0
28168,Cuvée Jean-Louis Blanc de Blancs Brut,France,10.0
28169,Versátil Tinto,Portugal,10.0
28170,The Usual Suspect,US,10.0
28171,Vino Rosso di Santa Barbara Red Wine,US,10.0
28172,Cuvée Lounge,Italy,10.0
28173,See Red,Spain,10.0
28174,Bubbles Sparkling Rosé Wine,Australia,10.0
28175,Bubbles by Lobetia,Spain,10.0
28176,Secret Blend,US,10.0
28177,VYD,Italy,10.0
28178,Tarquino,Argentina,10.0
28179,Tarantas Crianza Made with Organic Grapes,Spain,10.0
28180,Fontego,Italy,10.0
28181,Cuvée Prestige Reserve,France,10.0
28182,Borgianni,Italy,10.0
28183,Spumante Doux,Spain,10.0
28184,Costalunga,Italy,10.0
28185,Forever Red,Australia,10.0
28186,Forgotten Field,Portugal,10.0
28187,Château de la Bigotière,France,10.0
28188,Château Terres Douces,France,10.0
28189,Dry Rose of,US,10.0
28190,Special Harvest,US,10.0
28191,Selección Braille,Spain,10.0
28192,Cuvée JM,France,10.0
28193,Fleur de Lyeth,US,10.0
28194,Duque de Medina Tinto,Spain,10.0
28195,Fleur du Vin Fruity Semi Dry,US,10.0
28196,Specal Reserve,Chile,10.0
28197,Duprais,France,10.0
28198,Fleurette,US,10.0
28199,Select Terroir Unoaked,Chile,10.0
28200,Bella Rosa,US,10.0
28201,Select Terroir,Chile,10.0
28202,Select Series,US,10.0
28203,Florières,France,10.0
28204,Circles Syrah & Garnacha,Spain,10.0
28205,Selecion Especial - Estate Bottled,Argentina,10.0
28206,Circle Collection,Australia,10.0
28207,Selección del Directorio Gran Reserva Cool Coastal Vineyard,Chile,10.0
28208,Selección del Directorio Gran Reserva,Chile,10.0
28209,Cinsault,France,10.0
28210,Selección Mesache Tinto,Spain,10.0
28211,Vinho Branco Seco,Portugal,10.0
28212,Selección Mesache Blanco,Spain,10.0
28213,"Tempranillo, Garnacha, Mazuelo",Spain,10.0
28214,Colección Michel Torino,Argentina,10.0
28215,Fall Harvest,New Zealand,10.0
28216,Falko Cool Climate Cuvée,Austria,10.0
28217,Brio,Italy,10.0
28218,Essence QbA,Germany,10.0
28219,Estate Bottled - Prima Reserva,Chile,10.0
28220,Brognoligo,Italy,10.0
28221,Vendimia Seleccionada San Nicolás De Tolentino,Spain,10.0
